demand_id,buyer_id,crop,variety,required_quantity_tons,maximum_price_per_quintal,description,demand_date,required_by_date,cluster,district,taluka,village
D3739,B3337,Bajra,Saburi,51.12,2842.31,Need consistent Bajra supply for ongoing operations.,2026-06-27,2026-10-20,Marathwada,Beed,Patoda,Patoda
D3740,B3541,Cotton,DCH-32,28.92,9958.98,Bulk Cotton requirement for processing.,2026-08-10,2026-12-07,Khandesh,Nandurbar,Shahada,Ambapur
D3741,B1506,Maize,Not Specified,14.79,2183.49,"Standing requirement for Maize, quantity flexible based on quality.",2026-08-17,2026-11-26,Khandesh,Dhule,Sakri,Pimpalner
D3742,B2187,Areca Nut,Mangala,18.07,50585.62,"Standing requirement for Areca Nut, quantity flexible based on quality.",2026-08-22,2026-09-07,Konkan,Ratnagiri,Dapoli,Anjarla
D3743,B0188,Soybean,JS 20-29,66.15,6849.04,Looking to procure Soybean for institutional buyers.,2026-06-23,2026-10-04,Vidarbha,Nagpur,Savner,Ajani
D3744,B0765,Sunflower,LSF-8,20.2,5858.27,Sourcing Sunflower for export-quality grading and packaging.,2026-05-17,2026-08-18,Vidarbha,Buldhana,Buldhana,Deulghat
D3745,B1159,Turmeric,Selam,29.04,10682.01,Bulk Turmeric requirement for processing.,2026-07-25,2026-09-04,Western Maharashtra (Desh),Sangli,Miraj,Bamnoli
D3746,B2916,Rice,Not Specified,44.93,4778.47,Buyer looking to purchase Rice directly from farmers.,2026-08-15,2026-11-20,Konkan,Palghar,Jawhar,Vavar
D3747,B3125,Ragi,Not Specified,5.01,3106.74,Sourcing Ragi in bulk for our processing unit.,2026-07-08,2026-10-31,Konkan,Thane,Bhiwandi,Ambardi
D3748,B0708,Tur,Not Specified,9.01,7480.82,Seeking regular Tur supply from nearby farmers.,2026-07-28,2026-11-11,Vidarbha,Gadchiroli,Armori,Arsoda
D3749,B2882,Vari,Konkan local Vari landrace,47.24,4161.35,Sourcing Vari for export-quality grading and packaging.,2026-05-29,2026-07-11,Konkan,Raigad,Sudhagad-Pali,Kumbharshet
D3750,B0250,Sugarcane,Phule 265,397.45,613.58,Sourcing Sugarcane in bulk for our processing unit.,2026-07-16,2026-10-27,Western Maharashtra (Desh),Pune,Purandhar,Ambale
D3751,B4042,Rice,Not Specified,32.41,3678.95,Need consistent Rice supply for ongoing operations.,2026-08-23,2026-10-05,Konkan,Thane,Kalyan,Antarli
D3752,B2865,Areca Nut,Sumangala,10.43,51461.65,Looking for fresh Areca Nut for wholesale procurement.,2026-06-16,2026-07-28,Konkan,Sindhudurg,Kudal,Gaorai
D3753,B0189,Groundnut,Not Specified,18.01,7821.83,Inviting offers for Groundnut from farmers in the region.,2026-06-26,2026-09-07,Vidarbha,Bhandara,Bhandara,Bhilewada
D3754,B0360,Ragi,Dapoli-1,9.51,4407.11,Seeking regular Ragi supply from nearby farmers.,2026-06-07,2026-08-24,Konkan,Thane,Murbad,Deogaon
D3755,B2938,Coconut,Not Specified,33.05,3740.05,Buyer looking to purchase Coconut directly from farmers.,2026-08-01,2026-09-01,Konkan,Sindhudurg,Kudal,Kasal
D3756,B0342,Maize,Not Specified,9.91,2670.32,Looking to procure Maize for institutional buyers.,2026-07-09,2026-11-04,Khandesh,Nandurbar,Nandurbar,Ambapur
D3757,B4788,Mango (Alphonso),Ratna,17.0,22790.6,"Procurement need for good quality Mango (Alphonso), open to multiple sellers.",2026-05-04,2026-06-07,Konkan,Raigad,Panvel,Belavali
D3758,B2698,Turmeric,Not Specified,13.32,17277.52,"Procurement need for good quality Turmeric, open to multiple sellers.",2026-07-11,2026-08-21,Western Maharashtra (Desh),Sangli,Palus,Amanapur
D3759,B4349,Turmeric,Selam,15.76,18032.8,Requirement raised for Turmeric to meet upcoming production schedule.,2026-06-29,2026-07-24,Western Maharashtra (Desh),Sangli,Walwa,Bagani
D3760,B0607,Tur,BDN-711,35.1,5966.47,Seeking regular Tur supply from nearby farmers.,2026-08-16,2026-09-12,Vidarbha,Gondia,Deori,Chichgad
D3761,B0723,Coconut,Not Specified,30.22,5982.88,Inviting offers for Coconut from farmers in the region.,2026-06-23,2026-07-20,Konkan,Sindhudurg,Devgad,Jamsande
D3762,B3949,Ragi,Not Specified,12.77,4087.93,Bulk Ragi requirement for processing.,2026-08-07,2026-11-18,Konkan,Ratnagiri,Ratnagiri,Bhandarwada
D3763,B0127,Sugarcane,Co 740,169.21,321.61,Sourcing Sugarcane for export-quality grading and packaging.,2026-08-05,2026-11-04,Western Maharashtra (Desh),Kolhapur,Panhala,Arale
D3764,B2644,Udid,Not Specified,46.1,9463.64,"Standing requirement for Udid, quantity flexible based on quality.",2026-06-11,2026-07-15,Konkan,Thane,Kalyan,Antarli
D3765,B1000,Sugarcane,CoVSI 09292,432.7,629.87,"Procurement need for good quality Sugarcane, open to multiple sellers.",2026-06-13,2026-07-24,Western Maharashtra (Desh),Ahilyanagar (Ahmednagar),Parner,Dhavalpuri
D3766,B4595,Groundnut,SB-11,65.92,8989.55,Buyer looking to purchase Groundnut directly from farmers.,2026-07-05,2026-10-19,Western Maharashtra (Desh),Solapur,Solapur North,Banegaon
D3767,B0462,Chickoo,Not Specified,14.12,2390.25,Looking to procure Chickoo for institutional buyers.,2026-08-05,2026-09-15,Konkan,Thane,Bhiwandi,Anjur
D3768,B0065,Tur,Not Specified,24.75,7280.94,Inviting offers for Tur from farmers in the region.,2026-06-26,2026-10-09,Vidarbha,Akola,Patur,Sasti
D3769,B4332,Wheat,Not Specified,33.87,3170.11,Buyer looking to purchase Wheat directly from farmers.,2026-07-31,2026-09-13,Vidarbha,Yavatmal,Zari Jamani,Jamani
D3770,B1367,Areca Nut,Mangala,33.15,36540.64,Seeking regular Areca Nut supply from nearby farmers.,2026-08-03,2026-08-13,Konkan,Sindhudurg,Vaibhavwadi,Vabhave
D3771,B0908,Turmeric,Phule Swarupa,10.32,11264.76,Buyer looking to purchase Turmeric directly from farmers.,2026-08-20,2026-10-01,Western Maharashtra (Desh),Sangli,Kadegaon,Amrapur
D3772,B2809,Udid,TAU-1,54.23,9088.16,Need consistent Udid supply for ongoing operations.,2026-08-21,2026-12-05,Konkan,Thane,Murbad,Dhasai
D3773,B4057,Gram,Vijay,26.84,6514.43,"Procurement need for good quality Gram, open to multiple sellers.",2026-07-06,2026-09-03,Marathwada,Latur,Latur,Wadi Wagholi
D3774,B2300,Cotton,Not Specified,61.08,8880.78,Seeking regular Cotton supply from nearby farmers.,2026-05-11,2026-07-20,Marathwada,Jalna,Mantha,Mantha
D3775,B1644,Tur,Phule Rajeshwari,29.03,6710.84,Sourcing Tur for export-quality grading and packaging.,2026-06-16,2026-09-29,Vidarbha,Yavatmal,Darwha,Ladkhed
D3776,B1300,Maize,Not Specified,53.94,2269.45,Inviting offers for Maize from farmers in the region.,2026-08-02,2026-10-01,Khandesh,Dhule,Sakri,Kasare
D3777,B0713,Groundnut,Not Specified,12.6,7837.48,Inviting offers for Groundnut from farmers in the region.,2026-06-24,2026-08-08,Western Maharashtra (Desh),Pune,Pune City,Keshavnagar-Mundwa
D3778,B3511,Sugarcane,Co 740,487.01,517.33,"Standing requirement for Sugarcane, quantity flexible based on quality.",2026-07-23,2026-10-10,Western Maharashtra (Desh),Ahilyanagar (Ahmednagar),Shrirampur,Belapur Bk.
D3779,B2107,Cotton,DCH-32,47.22,8567.99,Requirement raised for Cotton to meet upcoming production schedule.,2026-05-10,2026-07-19,Vidarbha,Chandrapur,Chimur,Amarpuri
D3780,B3571,Jowar,CSH-16,49.39,4291.85,"Standing requirement for Jowar, quantity flexible based on quality.",2026-06-29,2026-10-24,Marathwada,Nanded,Biloli,Lohgaon
D3781,B0066,Mango (Alphonso),Not Specified,5.84,29135.0,Requirement raised for Mango (Alphonso) to meet upcoming production schedule.,2026-08-05,2026-08-26,Konkan,Raigad,Murud,Abitghar
D3782,B0500,Turmeric,Not Specified,14.47,11083.07,Looking for fresh Turmeric for wholesale procurement.,2026-05-12,2026-06-11,Western Maharashtra (Desh),Sangli,Palus,Ankalkhop
D3783,B4716,Chickoo,Cricket Ball,9.25,2538.17,Seeking regular Chickoo supply from nearby farmers.,2026-07-12,2026-08-25,Konkan,Thane,Shahapur,Cherpoli
D3784,B1762,Vari,Konkan local Vari landrace,42.26,4067.58,Looking for fresh Vari for wholesale procurement.,2026-07-17,2026-10-16,Konkan,Raigad,Poladpur,Agryachakond
D3785,B2082,Field Beans,Konkan Val landrace,37.21,4877.76,Inviting offers for Field Beans from farmers in the region.,2026-08-25,2026-09-21,Konkan,Raigad,Mangaon,Ambarle
D3786,B0067,Cashew,Not Specified,10.53,16792.15,Looking for fresh Cashew for wholesale procurement.,2026-05-10,2026-06-10,Konkan,Sindhudurg,Malwan,Waghavane
D3787,B1796,Mango (Alphonso),Kesar,16.44,27374.21,Buyer looking to purchase Mango (Alphonso) directly from farmers.,2026-06-26,2026-08-06,Konkan,Sindhudurg,Vengurla,Parule
D3788,B0855,Vari,Not Specified,31.62,3784.86,Looking for fresh Vari for wholesale procurement.,2026-06-18,2026-09-25,Western Maharashtra (Desh),Satara,Koregaon,Ambawade S. Wagholi
D3789,B1264,Mango (Alphonso),Not Specified,5.54,27596.75,Need consistent Mango (Alphonso) supply for ongoing operations.,2026-08-17,2026-09-21,Konkan,Ratnagiri,Dapoli,Satamba
D3790,B1129,Jowar,CSH-16,50.57,5613.69,Buyer looking to purchase Jowar directly from farmers.,2026-08-22,2026-10-24,Western Maharashtra (Desh),Pune,Baramati,Ambi Kh.
D3791,B4698,Tur,Vipula,52.73,7968.37,Requirement raised for Tur to meet upcoming production schedule.,2026-06-27,2026-10-24,Vidarbha,Buldhana,Sindkhed Raja,Changefal
D3792,B1258,Bajra,Not Specified,31.83,2136.13,Bulk Bajra requirement for processing.,2026-08-19,2026-10-28,Western Maharashtra (Desh),Ahilyanagar (Ahmednagar),Nagar,Agadgaon
D3793,B2630,Mango (Alphonso),Not Specified,31.94,21870.65,Looking to procure Mango (Alphonso) for institutional buyers.,2026-05-31,2026-06-25,Konkan,Sindhudurg,Malwan,Devli
D3794,B0161,Chickoo,Not Specified,17.87,4009.37,Inviting offers for Chickoo from farmers in the region.,2026-05-20,2026-06-09,Konkan,Thane,Ambarnath,Ashele
D3795,B3165,Sugarcane,Co 94012,174.36,500.89,Buyer looking to purchase Sugarcane directly from farmers.,2026-07-06,2026-10-04,Western Maharashtra (Desh),Ahilyanagar (Ahmednagar),Shrirampur,Nipani Wadgaon
D3796,B2188,Mango (Alphonso),Ratna,4.29,19788.37,Looking for fresh Mango (Alphonso) for wholesale procurement.,2026-08-15,2026-09-15,Konkan,Ratnagiri,Chiplun,Ketki
D3797,B0674,Soybean,Not Specified,64.63,6682.65,Bulk Soybean requirement for processing.,2026-07-22,2026-08-24,Vidarbha,Washim,Washim,Ansing
D3798,B3737,Wheat,Sharbati,12.32,2847.51,Sourcing Wheat for export-quality grading and packaging.,2026-06-09,2026-07-16,Vidarbha,Amravati,Dharni,Dharanmahu
D3799,B2514,Turmeric,Not Specified,8.11,11227.81,Bulk Turmeric requirement for processing.,2026-06-30,2026-07-27,Western Maharashtra (Desh),Sangli,Kavathemahankal,Agalgaon
D3800,B4436,Turmeric,Selam,24.5,14370.93,Looking to procure Turmeric for institutional buyers.,2026-06-17,2026-07-27,Western Maharashtra (Desh),Sangli,Khanapur,Ainwadi
D3801,B2230,Chickoo,Kalipatti,14.7,3775.01,"Standing requirement for Chickoo, quantity flexible based on quality.",2026-08-20,2026-09-29,Konkan,Thane,Murbad,Dhasai
D3802,B0154,Ragi,Dapoli-2,26.86,3229.05,Sourcing Ragi for export-quality grading and packaging.,2026-05-30,2026-08-02,Konkan,Palghar,Dahanu,Bordi
D3803,B1824,Areca Nut,Not Specified,18.56,44875.41,Need consistent Areca Nut supply for ongoing operations.,2026-05-14,2026-06-19,Konkan,Sindhudurg,Sawantwadi,Kariwade
D3804,B4618,Coconut,Dwarf Green,27.83,5841.68,Sourcing Coconut in bulk for our processing unit.,2026-08-09,2026-08-22,Konkan,Sindhudurg,Kudal,Gaorai
D3805,B3989,Coconut,Dwarf Green,13.91,3180.17,"Procurement need for good quality Coconut, open to multiple sellers.",2026-06-20,2026-07-29,Konkan,Sindhudurg,Vengurla,Karli
D3806,B3823,Areca Nut,Mangala,26.24,35229.62,Requirement raised for Areca Nut to meet upcoming production schedule.,2026-07-26,2026-09-03,Konkan,Ratnagiri,Ratnagiri,Bhandarwadi
D3807,B3727,Mango (Alphonso),Not Specified,29.22,21053.99,Sourcing Mango (Alphonso) in bulk for our processing unit.,2026-06-04,2026-06-18,Konkan,Raigad,Panvel,Barwai
D3808,B2150,Ragi,Not Specified,19.26,3070.62,Requirement raised for Ragi to meet upcoming production schedule.,2026-07-05,2026-10-02,Konkan,Thane,Murbad,Deogaon
D3809,B2759,Turmeric,Phule Swarupa,9.71,11877.5,Sourcing Turmeric for export-quality grading and packaging.,2026-07-25,2026-08-23,Western Maharashtra (Desh),Sangli,Atpadi,Ambewadi
D3810,B0781,Cashew,Vengurla-7,32.48,17525.86,"Procurement need for good quality Cashew, open to multiple sellers.",2026-07-23,2026-08-22,Konkan,Sindhudurg,Sawantwadi,Madkhol
D3811,B1243,Areca Nut,Mangala,22.02,58129.46,Requirement raised for Areca Nut to meet upcoming production schedule.,2026-07-15,2026-08-16,Konkan,Sindhudurg,Malwan,Kalethar
D3812,B3982,Tur,Not Specified,27.68,7202.83,Inviting offers for Tur from farmers in the region.,2026-05-14,2026-07-30,Marathwada,Latur,Shirur Anantpal,Ajani Bk.
D3813,B3297,Bajra,Saburi,48.83,2332.04,"Procurement need for good quality Bajra, open to multiple sellers.",2026-06-27,2026-08-21,Marathwada,Beed,Parli,Sirsala
D3814,B1749,Coconut,Not Specified,25.52,6332.28,Sourcing Coconut in bulk for our processing unit.,2026-07-02,2026-07-31,Konkan,Sindhudurg,Dodamarg,Kumbral
D3815,B0150,Gram,Phule Vikram,34.87,6042.56,Need consistent Gram supply for ongoing operations.,2026-07-25,2026-08-31,Marathwada,Latur,Renapur,Pangaon
D3816,B2085,Wheat,Not Specified,38.78,2872.06,Sourcing Wheat for export-quality grading and packaging.,2026-08-13,2026-12-04,Marathwada,Nanded,Naigaon,Kahala Bk.
D3817,B2012,Banana,Not Specified,7.76,2781.42,Requirement raised for Banana to meet upcoming production schedule.,2026-07-18,2026-07-30,Khandesh,Jalgaon,Amalner,Amalgaon
D3818,B4246,Vari,Not Specified,43.63,3807.11,Sourcing Vari for export-quality grading and packaging.,2026-08-08,2026-09-06,Konkan,Raigad,Uran,Bandhpada
D3819,B1005,Vari,Konkan local Vari landrace,51.21,4022.58,Looking for fresh Vari for wholesale procurement.,2026-05-10,2026-07-18,Konkan,Raigad,Panvel,Bhatan
D3820,B0256,Rice,Not Specified,14.24,3471.72,Sourcing Rice for export-quality grading and packaging.,2026-05-04,2026-07-17,Vidarbha,Nagpur,Umred,Amboli
D3821,B3769,Udid,Not Specified,51.86,8276.24,Need consistent Udid supply for ongoing operations.,2026-07-14,2026-11-05,Konkan,Thane,Shahapur,Shirol
D3822,B1459,Jowar,Not Specified,29.46,5316.25,Buyer looking to purchase Jowar directly from farmers.,2026-08-21,2026-10-04,Vidarbha,Gadchiroli,Chamorshi,Talodhi Mokasa
D3823,B0900,Vari,Not Specified,34.32,4889.61,"Procurement need for good quality Vari, open to multiple sellers.",2026-07-28,2026-11-04,Western Maharashtra (Desh),Kolhapur,Hatkanangale,Rukadi
D3824,B3476,Cashew,Vengurla-4,15.58,15781.23,Buyer looking to purchase Cashew directly from farmers.,2026-07-07,2026-08-01,Konkan,Sindhudurg,Kudal,Gaorai
D3825,B3015,Tur,Not Specified,59.47,7943.06,"Standing requirement for Tur, quantity flexible based on quality.",2026-06-27,2026-09-22,Marathwada,Latur,Ahmedpur,Shirur Tajband
D3826,B0474,Maize,DHM-117,43.14,1981.83,Bulk Maize requirement for processing.,2026-08-25,2026-10-18,Khandesh,Nashik,Dindori,Vanarvadi
D3827,B2830,Jowar,Not Specified,58.85,5025.96,Bulk Jowar requirement for processing.,2026-06-08,2026-07-09,Vidarbha,Washim,Washim,Adoli
D3828,B3835,Sugarcane,Not Specified,220.81,458.54,Sourcing Sugarcane in bulk for our processing unit.,2026-08-26,2026-10-19,Western Maharashtra (Desh),Pune,Khed,Adgaon
D3829,B3541,Cotton,Bt Cotton (Bollgard II hybrid),28.17,9502.76,Sourcing Cotton for export-quality grading and packaging.,2026-07-17,2026-10-06,Khandesh,Nandurbar,Shahada,Ambapur
D3830,B0513,Turmeric,Not Specified,10.94,18872.66,"Procurement need for good quality Turmeric, open to multiple sellers.",2026-08-02,2026-08-12,Western Maharashtra (Desh),Sangli,Atpadi,Autewadi
D3831,B0423,Jowar,Not Specified,53.54,3383.17,Requirement raised for Jowar to meet upcoming production schedule.,2026-08-09,2026-10-28,Vidarbha,Chandrapur,Bhadravati,Belgaon
D3832,B2989,Udid,Not Specified,18.89,9064.67,Inviting offers for Udid from farmers in the region.,2026-05-25,2026-08-01,Konkan,Thane,Shahapur,Cherpoli
D3833,B1487,Bajra,Not Specified,51.49,2644.85,Sourcing Bajra for export-quality grading and packaging.,2026-07-05,2026-10-13,Khandesh,Nashik,Malegaon,Dabhadi
D3834,B2167,Soybean,Not Specified,58.71,4879.07,Inviting offers for Soybean from farmers in the region.,2026-08-18,2026-11-17,Marathwada,Nanded,Ardhapur,Kamtha Bk.
D3835,B3198,Groundnut,JL-24,14.17,6008.72,Seeking regular Groundnut supply from nearby farmers.,2026-08-24,2026-10-09,Western Maharashtra (Desh),Kolhapur,Radhanagari,Turambe
D3836,B0619,Banana,Grand Naine,13.82,2042.15,Buyer looking to purchase Banana directly from farmers.,2026-05-11,2026-05-27,Khandesh,Jalgaon,Bhadgaon,Adalase
D3837,B4798,Turmeric,Selam,18.62,17285.29,Seeking regular Turmeric supply from nearby farmers.,2026-08-16,2026-09-14,Western Maharashtra (Desh),Sangli,Shirala,Biur
D3838,B3231,Groundnut,Not Specified,57.84,7175.32,Sourcing Groundnut in bulk for our processing unit.,2026-07-24,2026-09-21,Vidarbha,Bhandara,Bhandara,Amgaon
D3839,B3093,Bajra,Not Specified,53.47,2497.44,Looking to procure Bajra for institutional buyers.,2026-08-13,2026-10-12,Khandesh,Nashik,Nashik,Panchak
D3840,B2347,Chickoo,Not Specified,7.31,2084.34,Sourcing Chickoo for export-quality grading and packaging.,2026-07-13,2026-08-13,Konkan,Palghar,Jawhar,Vavar
D3841,B0700,Gram,Vijay,20.85,6886.53,Looking to procure Gram for institutional buyers.,2026-06-17,2026-07-19,Marathwada,Latur,Ahmedpur,Shirur Tajband
D3842,B1689,Coconut,Not Specified,25.29,4765.25,Sourcing Coconut for export-quality grading and packaging.,2026-07-20,2026-08-27,Konkan,Sindhudurg,Devgad,Padel
D3843,B3514,Mango (Alphonso),Alphonso (Hapus),21.73,27769.3,Need consistent Mango (Alphonso) supply for ongoing operations.,2026-08-23,2026-09-18,Konkan,Sindhudurg,Vaibhavwadi,Nadhavade
D3844,B3130,Rice,Not Specified,24.94,5486.88,Sourcing Rice in bulk for our processing unit.,2026-07-28,2026-09-22,Vidarbha,Nagpur,Savner,Badegaon
D3845,B1625,Bajra,Saburi,71.19,4374.76,Bulk Bajra requirement for processing.,2026-05-26,2026-07-11,Marathwada,Beed,Shirur-Kasar,Pimpalner
D3846,B4438,Vari,Local Bhagar landrace,9.75,3228.33,Need consistent Vari supply for ongoing operations.,2026-08-19,2026-11-02,Konkan,Raigad,Poladpur,Agryachakond
D3847,B2385,Wheat,Tapovan (NIAW-917),10.93,2848.11,Buyer looking to purchase Wheat directly from farmers.,2026-07-28,2026-10-22,Marathwada,Nanded,Umri,Sindhi
D3848,B3568,Sugarcane,CoVSI 09292,184.26,448.4,Seeking regular Sugarcane supply from nearby farmers.,2026-08-06,2026-10-17,Western Maharashtra (Desh),Pune,Haveli,Ambee
D3849,B0022,Udid,TAU-2,54.73,6669.49,Buyer looking to purchase Udid directly from farmers.,2026-05-27,2026-07-03,Konkan,Palghar,Mokhada,Poshera
D3850,B4088,Gram,Phule Vikram,44.43,6613.51,Buyer looking to purchase Gram directly from farmers.,2026-07-16,2026-11-02,Marathwada,Latur,Latur,Bhosa
D3851,B2456,Coconut,T x D hybrid,30.69,3587.52,"Procurement need for good quality Coconut, open to multiple sellers.",2026-08-19,2026-09-08,Konkan,Sindhudurg,Kankavli,Bandargaon
D3852,B3172,Turmeric,Not Specified,21.59,17182.48,Sourcing Turmeric in bulk for our processing unit.,2026-07-23,2026-08-31,Western Maharashtra (Desh),Sangli,Kavathemahankal,Dhalgaon
D3853,B2446,Bajra,ICTP-8203,34.2,2868.54,Looking to procure Bajra for institutional buyers.,2026-08-07,2026-11-17,Khandesh,Nashik,Malegaon,Jalgaon Ga
D3854,B0168,Wheat,Sharbati,57.71,2842.6,"Standing requirement for Wheat, quantity flexible based on quality.",2026-08-03,2026-10-29,Vidarbha,Gondia,Deori,Fukkimeta
D3855,B0127,Sugarcane,Co 86032,234.1,521.06,Bulk Sugarcane requirement for processing.,2026-08-02,2026-11-11,Western Maharashtra (Desh),Kolhapur,Panhala,Arale
D3856,B3692,Areca Nut,Not Specified,8.35,34143.65,Requirement raised for Areca Nut to meet upcoming production schedule.,2026-07-16,2026-08-01,Konkan,Ratnagiri,Mandangad,Dandnagari
D3857,B1539,Banana,Shrimanti,8.31,2944.48,Looking for fresh Banana for wholesale procurement.,2026-07-04,2026-07-25,Khandesh,Jalgaon,Pachora,Anturli Bk. Pr. Pachora
D3858,B0966,Udid,Not Specified,70.33,6673.61,"Procurement need for good quality Udid, open to multiple sellers.",2026-07-25,2026-10-08,Konkan,Thane,Ambarnath,Chinchpada
D3859,B1135,Jowar,Not Specified,31.35,3141.5,Looking for fresh Jowar for wholesale procurement.,2026-05-20,2026-06-28,Western Maharashtra (Desh),Ahilyanagar (Ahmednagar),Parner,Parner
D3860,B3469,Udid,Not Specified,70.8,6541.33,Sourcing Udid for export-quality grading and packaging.,2026-07-10,2026-09-19,Konkan,Palghar,Palghar,Chahade
D3861,B2264,Groundnut,Phule Unnati,64.75,8884.62,"Procurement need for good quality Groundnut, open to multiple sellers.",2026-05-29,2026-08-09,Western Maharashtra (Desh),Pune,Haveli,Ambee
